Soil_Texture,Soil_Moisture_%,Bulk_Density_g_cm3,Porosity_%,Water_Holding_Capacity_%,pH_Level,Electrical_Conductivity_dS_m,Organic_Carbon_%,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Sulfur_mg_kg,Calcium_mg_kg,Magnesium_mg_kg,Temperature_C,Rainfall_mm,Humidity_%,Solar_Radiation_W_m2,Recommended_Crop,Soil_Health_Score
Loamy,37.77,1.43,33.58,44.82,7.7,1.25,0.52,272.02,25.43,208.63,16.53,823.14,346.92,33.37,1182.44,57.67,291.94,Sugarcane,43.78684253
Loamy,38.4,1.6,38.86,36.85,6.09,1.53,1.69,385.48,16.22,368.39,29.72,1130.64,335.39,28.7,775.46,35.4,553.09,Millets,60.4151222
Sandy,5.91,1.23,37.86,22.08,8.07,2.11,1.31,93.23,13.54,392.87,55.95,1653.12,304.1,23.38,1419.38,81.26,735.58,Millets,38.69964121
Clayey,28.29,1.4,33.2,49.64,5.37,2.4,1.12,85.69,22.37,380.15,18.49,1368.9,435.34,36.13,516.83,55.79,788.14,Millets,50.8403033
Loamy,26.72,1.4,37.31,33.96,7.1,1.25,1.54,419.37,5.83,115.48,12.27,856.39,267.43,20.79,1020.92,43.65,210.27,Wheat,37.44341952
Loamy,8.12,1.21,38.24,46.98,7.83,2.2,1.16,191.17,16.72,146.75,22.86,218.93,286.8,19.15,866.13,84.32,148.69,Millets,31.35333666
Loamy,39.85,1.26,47.84,44.85,7.23,0.21,2.85,166.25,40.31,349.32,8.26,863.11,300.21,22.58,1336.31,56.62,681.14,Sugarcane,65.00847321
Loamy,6.02,1.43,45.1,23.22,8.46,0.96,2.72,384.3,38.32,91.73,37.52,985.63,113.24,15.33,459.58,74.33,519.15,Vegetables,45.74732095
Sandy,11.09,1.58,38.59,18.15,5.15,0.43,2.34,99.78,5.17,339.24,15.17,774.86,307.03,36.78,1016.29,33.05,585.55,Peanuts,24.40836435
Clayey,9.87,1.64,31.82,31.29,6.1,1.12,2.48,393.62,49.03,382.7,59.47,774.72,474.47,34.17,1240.44,32.86,113.93,Corn,75.77951648
Sandy,26.93,1.35,41.56,39.31,6.69,2.27,2,301.92,9.73,355.53,27.44,1060.73,155.07,36.03,365.57,73.97,697.29,Millets,51.80096924
Clayey,7.04,1.19,48.14,21.29,8.36,2.08,2.45,392.3,10.93,331.24,56.71,635.67,367.87,35.64,218.16,61.81,446.85,Rice,52.98698847
Loamy,19.13,1.46,43.61,47.75,5.68,1.15,3.45,292.37,42.7,53.48,29.26,1773.02,117.73,19.47,977.5,70,449.17,Millets,57.31943843
Clayey,16.99,1.41,35.25,35.27,6.19,1.51,1.8,324.94,43.43,396.6,27.43,1547.91,178.89,15.79,450.19,34.33,584.17,Corn,68.48261738
Sandy,30.99,1.6,32.14,41.75,8.1,1.05,3.25,247.67,29.42,196.79,48.34,1911.54,474.12,14.9,718.51,86.7,715.28,Millets,59.9170545
Sandy,30.11,1.62,44,30.2,5.92,0.9,0.74,423.38,26.44,291.02,7.36,401.25,343.67,20.98,1105.73,75.68,486.47,Sugarcane,53.52915778
Clayey,33.02,1.11,40.22,20.69,7.27,1.2,0.26,198.46,9.44,392.81,21.09,588.81,318.49,24.77,271.53,38.72,628.59,Millets,33.63607954
Clayey,18.72,1.41,31.38,14.69,6.67,2.05,0.81,180.03,42.82,217.71,28.38,656.77,398.38,33.9,945.17,31.47,433.31,Millets,38.16979759
Loamy,37.58,1.33,34.52,17.33,5.58,1.86,1.18,303.79,36.12,80.74,33.89,979.6,79.87,10.52,791.78,65.05,122.58,Millets,28.14393374
Sandy,27.4,1.34,45.82,44.54,5.56,1.07,2.1,142.75,12.81,349.43,48.22,1451.9,183.1,34.81,1426.99,76.7,769.56,Peanuts,46.38108649
Clayey,28.59,1.12,41.66,30.22,5.45,1.29,2.84,431.61,27.47,160.78,44.7,419.87,415.35,37.24,730.17,64.96,507,Vegetables,52.92373631
Loamy,38.14,1.5,46.56,40.47,8.37,1.09,2.76,138.01,25.71,128.75,21.44,1494.2,169.15,33.33,502.49,51.55,754.99,Millets,40.29853137
Clayey,30.12,1.27,41.93,15.64,6.81,2.01,3.38,180.41,48.32,183.33,44.01,1442.02,282.43,15.85,790.45,60.51,296.7,Millets,53.90563953
Loamy,30.79,1.26,34.13,22.37,7.9,0.81,0.93,297.97,7.06,206.28,30.85,138.41,78.89,25.51,1334.06,50.95,735.46,Sugarcane,16.31613371
Clayey,34.55,1.43,37.01,36.71,6.19,0.36,0.68,167.1,15.03,281.78,25.02,1752.94,197.64,16.68,985.9,74.82,254.35,Millets,36.35947388
Clayey,20.02,1.12,35.6,32.15,6.25,0.13,1.58,480.15,16.85,208.23,12.34,1641.14,492.21,22.96,831.71,58.37,761.93,Millets,57.53444565
Sandy,32.46,1.69,35.32,31.95,6.94,0.56,2.58,160.5,41.87,376.34,58.52,1186.02,290.69,34.18,410.54,33.4,588.69,Corn,59.60406166
Sandy,32.42,1.35,32.9,24.5,4.58,2.01,3.46,326.4,46.96,145.5,26.98,1906.98,383.73,28.8,1262.3,68.85,189.26,Sugarcane,59.70144416
Sandy,9.35,1.17,49.19,36.33,8.27,1.36,0.67,445.88,27.15,181.71,22.31,1288.59,346.67,36.06,507.25,81.9,177.19,Millets,58.09684981
Loamy,26.29,1.79,36.08,19.21,6.65,2.38,1.95,341.61,26.79,174.71,13.65,387.88,345.51,32.06,1162.12,72.98,537.4,Wheat,42.70533594
Clayey,33.06,1.11,40.74,46.1,4.62,2.04,3.15,394.48,40.68,370.74,21.35,185.42,267.7,34.39,508.02,73.54,207.04,Vegetables,70.44899829
Loamy,26.91,1.79,48.96,26.64,5.03,1.53,1.47,372.71,9.07,160.4,28.3,891.02,298.01,30.1,1092.84,40.88,409.43,Millets,38.53781077
Clayey,38.2,1.33,38.83,19.71,5.17,0.19,2.81,116.06,41.51,266.59,32.69,1852.93,136.82,15.54,360.61,35.99,125.16,Millets,42.47272618
Loamy,37.21,1.45,42.34,14.3,6.27,1.71,2.35,217.8,43.75,381.49,28.98,1993.66,387.4,29.17,455.41,36.93,307,Corn,66.9853013
Sandy,27.65,1.32,46.78,25.96,8,0.24,2.54,191.81,11.89,252.08,9.33,373.79,192.46,22,752.66,84.31,220.17,Millets,30.52667562
Clayey,15.29,1.72,43.78,16.16,4.69,1.39,1.18,194.2,14.87,93.73,18.78,1365.82,206.1,35.89,212.72,38.41,460.34,Millets,19.32246981
Loamy,7.79,1.18,30.79,31.34,5.43,0.85,0.76,218.43,43.69,241.4,21.25,304.54,313.05,27.21,941.46,48.4,369.7,Millets,38.43413702
Sandy,17.73,1.48,30.67,33.55,7.71,1.68,2.07,272.16,14.06,376.83,26.13,1478.54,313.78,10.23,566.29,57.87,134.7,Millets,52.00916388
Clayey,7.6,1.2,42.18,45.41,7.86,2.3,1.83,255.09,26.08,396.93,41.05,1021.79,273.9,15.16,1326.61,66.91,623.66,Rice,62.79365289
Loamy,13.8,1.74,36.83,46.72,7.06,2.08,1.64,483.2,39.77,120.61,54.08,1066.75,180.49,10.36,1355.89,35.33,692.99,Wheat,64.10398125
Loamy,15.67,1.23,40.56,34,6.33,1.96,2.79,100.64,16.48,345.95,5.76,953.01,168.51,34.02,477.93,78.2,115.08,Millets,40.94084156
Loamy,39.12,1.2,31.93,21.98,7.01,0.24,3.12,139.79,46.08,279.37,33.36,1055.48,308.06,29.91,1086.46,45.92,314.03,Sugarcane,49.31471681
Clayey,11.3,1.13,37.15,11.56,7.87,2.1,1.08,152.01,25.72,249.72,38.2,1838.51,451.61,15.02,862.4,56.72,328.56,Millets,39.51175434
Clayey,33.64,1.61,47.84,33.2,5.73,0.48,1.41,56.33,24.19,271.96,30.86,812.06,224.81,32.15,1170.99,39.9,457.37,Sugarcane,33.36834637
Clayey,20.8,1.65,47.92,45.12,6.79,2.16,1.58,190.34,14.63,194.25,50.25,1182.23,85.8,16.01,543.77,31.67,646.48,Millets,41.15884963
Clayey,21.56,1.28,44.04,13.72,6.98,0.97,1.96,113.22,25.47,117.99,50.02,558.55,73.34,27.41,888.61,37.47,396.94,Millets,18.27571415
Sandy,30.37,1.54,30.96,34.24,6.33,2.23,1.4,178.31,41.81,222.65,21.62,1778.84,456.32,13.25,1009.9,73.93,131.64,Peanuts,55.59851144
Clayey,24.28,1.13,42.9,15.68,6.66,0.59,1.8,237.86,16.13,63.33,20.42,962.66,470.98,19.1,232.93,32.87,291.16,Millets,28.62621247
Clayey,5.69,1.77,47.52,46.42,6.97,2.02,2.49,431.79,30.29,117.68,25.04,415.43,196.87,12.18,1117.73,52.35,311.18,Millets,59.72511765
Sandy,24.64,1.72,40.46,34.79,7.32,1.33,2.69,278.53,38.96,135.91,7.36,1182.85,307.61,17.95,1175.85,77.04,350.43,Millets,55.21177701
Sandy,9.17,1.15,48.13,21.24,6.69,0.39,0.75,92.54,19.67,173.82,7.95,207.91,495.94,22.36,305.24,40.6,656.76,Millets,25.11155882
Loamy,30.62,1.6,40.99,45.94,5.41,2.37,3.3,259.09,41.66,317.13,37.62,776.63,330.81,38.57,905.98,72.37,468.1,Corn,69.18276344
Clayey,36.45,1.57,31.95,39.83,6.43,2.31,2.84,498.68,48.55,224.15,11.79,271.03,307.74,14.72,1354.13,31.01,748.81,Sugarcane,71.61644686
Loamy,11.9,1.51,44.7,40.02,5.69,1.18,1.19,85.06,47.97,308.67,27.51,1222.18,95.47,21.92,314.31,31.8,725.6,Corn,49.49573426
Loamy,13.11,1.71,37.09,11.95,7.69,0.6,1.92,66.36,46.64,305.8,36.97,1784.68,328.91,22.35,788.37,56.62,277.63,Corn,46.5009565
Clayey,26.54,1.42,38.31,22.16,8.02,0.88,2.65,439.99,26.18,357.81,44.82,420.53,358.3,30.56,1239.53,51.3,687.63,Rice,59.28830172
Sandy,20.91,1.41,36.6,30.16,7.46,1.94,0.62,121.77,13.99,261.66,52.44,692.66,354.65,37.51,986.53,44.86,261.79,Millets,29.68545883
Clayey,22.22,1.21,41.19,39.38,7.02,2.45,0.73,373.24,38.25,113.33,42.58,1166.69,66.53,38.24,1419.47,40.74,660.42,Millets,49.99074702
Loamy,25.82,1.79,47.55,41.55,6.43,1.09,3.18,456.46,33.21,88.51,13.8,1986.79,373.89,16.12,1115.49,80.35,779.2,Vegetables,73.07500704
Sandy,12.25,1.44,35.44,47.64,4.83,1.66,2.68,102.01,48.74,397.11,57.35,1945.61,176.27,21.45,1024.54,34.1,373.08,Peanuts,65.35790143
Clayey,6.65,1.74,36.07,15.13,6.03,0.18,1.36,71.21,48.41,394.97,29.51,1527.76,133.68,17.06,461.53,33.14,317.17,Corn,44.04080789
Clayey,28.09,1.33,39.27,14.86,7.85,0.96,1.62,156.69,14.75,274.74,15.56,1063.22,233.73,21,214.35,75.6,661.61,Rice,27.88923965
Sandy,11.01,1.58,46.87,37.73,6.47,1.67,3.22,345.17,34.18,88.52,37.71,1498.7,491.16,23.71,1149.9,60.31,455.19,Vegetables,65.96331335
Sandy,36.71,1.21,43.43,13.54,5.86,2.34,1.89,326.15,6.91,60.97,44.6,1848.11,203.95,31.12,1328.85,84.78,661.98,Sugarcane,28.69641516
Loamy,37.25,1.68,37.43,17.97,4.93,1.74,0.6,374.2,8.48,200.41,54.08,1679.44,354.17,23.8,733.38,78.99,461.22,Millets,36.18520674
Loamy,26.37,1.49,44.25,18.66,6.29,1.2,0.39,261.89,31.6,314.57,45.57,1457.37,486.74,11.59,1164.03,88,477.12,Millets,54.21408871
Loamy,31.65,1.51,49.87,23.25,5.03,1.15,1.56,139.26,25.55,51.57,28.23,1377.77,86.94,27.06,745.55,75.32,405.71,Millets,22.29980586
Sandy,37.12,1.13,30.83,23.09,4.98,1.47,1.56,247.95,34.9,390.04,50.57,630.14,287.25,13.72,709.99,50.2,285.54,Millets,45.52653134
Loamy,27.56,1.67,49.35,24.68,5.19,1.65,0.86,471.1,35.01,279.99,34.28,1068.09,353.97,23.77,1278.06,37.93,434.78,Millets,64.3632461
Clayey,22.24,1.13,33.33,35.89,4.9,0.96,2.87,251.14,29.94,304.51,30.34,732.34,227.71,39.07,1455.82,73.04,367.01,Millets,46.47250745
Sandy,21.35,1.32,47.72,25.03,8.1,1.33,1.41,66.45,43.77,58.94,57.36,1649.45,177.71,15.91,905.73,34.07,323.92,Millets,32.74192134
Sandy,28.62,1.52,44.68,37.81,5.3,0.69,2.36,322.69,19.02,360.87,25.24,472.37,58.82,23.93,1380.26,87.36,578.39,Millets,47.85886888
Sandy,27.38,1.66,49.38,41.47,6.51,1.37,3.49,199.02,35.99,357.37,49.1,517.35,160.58,38.92,1409.83,80.29,133.66,Millets,62.89540875
Loamy,33.9,1.26,47.91,19.5,6.21,0.95,0.69,64.28,35.38,212.4,20.31,937.61,75.09,34.61,312.71,41.83,156.02,Millets,26.24602888
Clayey,11.84,1.71,49.46,20.31,7.81,1.57,1.66,79.86,48.25,101.93,33.24,1444.08,234.02,20.49,1362.02,85.8,455.81,Millets,39.95682681
Loamy,22.13,1.78,49.97,36.95,6.37,1.49,2.13,65.57,16.92,148.88,8.23,1509.09,189.55,35.21,724.11,43.28,741.43,Millets,34.70131168
Clayey,33.39,1.55,37.28,30.78,7.99,1.97,0.21,383.56,19.46,358.24,36.44,509.55,361.5,38.38,845.8,88.14,582.88,Rice,50.57417111
Clayey,28.05,1.38,48.31,21.07,5.79,2.49,3.48,296.14,24.9,67.43,39.85,1569.08,218.35,23.91,1320.76,33.67,530.49,Millets,45.0840996
Loamy,25.33,1.42,43.66,37.03,6.47,1.1,1.21,206.61,26.07,192.35,45.09,1835.98,295.45,22.26,1215.21,78.33,518.91,Millets,48.09985773
Sandy,31.49,1.45,40.38,16.63,8.32,0.73,2.48,157.01,5.4,307.65,40.24,1913.5,176.02,13.41,987.16,87.64,581.46,Millets,32.0125636
Clayey,26.05,1.58,38.09,44.01,5.29,0.94,1.45,429.98,48.55,206.77,52.73,149.22,235.76,35.2,1111.55,73.88,449.93,Millets,58.71555908
Loamy,32.69,1.28,38.3,41.53,7.93,1.22,2.82,296.67,44.94,237.56,41.26,1321.54,277.82,25.56,1360.62,41.9,304.61,Sugarcane,65.03363385
Loamy,11.86,1.22,33.47,17.23,8.45,1.72,1.73,458.16,9.43,323.83,34.95,322.44,107.6,35.59,1062.53,81.09,526.29,Millets,36.14244143
Clayey,25.21,1.65,37.31,29.17,4.8,1.32,1.08,142.76,47.77,399.2,47.48,1974.91,483.94,18.49,398.81,31.99,599.67,Corn,63.77193469
Sandy,5.45,1.27,43.27,32.97,5.41,2.48,2.19,340.19,5.75,201.84,7.29,879.08,441.73,34.43,1179.96,48.78,175.55,Millets,45.00218201
Sandy,14.56,1.28,44.04,32.4,8.32,1.51,1.39,319.62,28.76,80.46,42.66,1939.76,400.67,13.88,584.09,48.71,635.49,Millets,50.00451407
Sandy,25.71,1.61,32.18,35.8,4.84,0.99,1.42,108.86,11.29,273.89,42.13,761.58,72.87,23.36,566.89,78.02,421.32,Peanuts,19.21223411
Sandy,29.95,1.17,30.45,22.03,6.76,1.85,2.03,181.87,7.39,278.81,13.78,522.53,340.74,31.94,633.16,58.45,378.12,Millets,28.30972578
Sandy,37.55,1.39,44.14,49.53,5.49,0.31,1.16,458.09,25.53,172.67,51.32,173.19,213.12,30.25,698.92,74.1,156.36,Millets,49.57129078
Clayey,30.28,1.76,34.03,16.79,5.19,1.17,2.41,265.14,43.11,123.75,38.21,1205.82,392.11,23.32,995.68,87.71,233.86,Millets,43.70290512
Clayey,22.9,1.23,42.09,48.44,6.98,0.98,0.76,76.32,17.21,338.08,43.52,849.39,474.07,19.91,591.3,71.35,721.65,Millets,46.2885426
Loamy,5.58,1.11,36.36,44.98,5.74,1.57,1.58,348.46,34.22,382.41,13.66,961.39,481.69,35.94,1111.27,71.11,408.29,Millets,70.50242469
Sandy,9.95,1.4,36.64,44.04,5.29,1.49,2.65,285.79,36.3,311.18,41.12,955.25,312.74,16.85,284.32,64.5,695.62,Millets,61.72560636
Sandy,33.35,1.17,35.57,11.26,5.15,1.88,0.66,419.91,35.72,155.4,8.03,544.51,486.29,21.95,985.63,81.17,298.53,Millets,41.96201608
Clayey,10.66,1.18,36.59,41.7,4.65,1.37,0.58,218.64,14.77,326.81,22.88,1280.29,442.75,22.9,585.58,30.78,634.13,Millets,44.06518109
Loamy,25.99,1.22,38.07,19.95,4.87,2.02,1.16,370.38,13.93,292.13,24.05,1963.21,466.82,38.08,1282.57,70.15,346.09,Millets,51.11763551
Loamy,36.84,1.32,35.66,46.07,5.9,2.06,1.76,291,9.56,202.4,59.65,1324.25,183.68,19.78,451.91,76.34,615.96,Millets,41.33958706
Loamy,32.98,1.15,41.53,21.09,6.54,1.34,0.5,250.15,37.43,324.5,14.22,1786.38,458.72,21.65,953.93,86.63,293.28,Wheat,58.67319557
Clayey,31.79,1.4,38.83,41.73,5.68,0.54,3.06,396.6,43.34,202.37,5.34,127.46,440.07,25.44,486.66,86.89,451.36,Vegetables,63.68510556
Loamy,16.25,1.52,45.27,34.14,6.82,0.71,1.51,394.89,49.72,73.56,35.23,388.45,289.31,35.93,724.66,32.64,689.33,Wheat,54.71764665
Loamy,18.84,1.66,44.37,16.64,5.18,1.56,1.27,452,20.72,318.72,25.9,1288.53,491.69,23.47,704.35,46.77,160.36,Millets,59.60021136
Loamy,27.72,1.73,40.19,28.44,5.29,0.28,0.65,404.04,36.55,113.43,41.81,297.65,124.35,36.18,678.39,30.96,613.31,Millets,35.37895516
Clayey,14.77,1.61,30.07,40.49,6.3,2.43,2.81,490.51,18.87,350.39,32.36,262.99,151.14,22.7,1190.24,68.09,761.04,Vegetables,59.67069545
Loamy,34.72,1.48,44.32,47.27,6.47,2.01,3.19,170.27,27.37,93.23,29.4,1462.82,376.19,25.19,1188.62,53.42,429.22,Sugarcane,52.50344998
Clayey,9.44,1.77,45.69,29.99,4.6,0.84,1.22,393.53,25.34,175.09,23.16,347.93,146.36,27.39,1356.7,88.99,533.08,Millets,38.01826616
Loamy,33.4,1.49,38.04,10.76,5.4,1.03,2.97,240.34,31.1,113,18.76,1670.1,453.1,31.63,362.78,40.06,523.64,Millets,41.28852708
Clayey,33.65,1.47,39.94,40.99,5.38,0.91,0.75,348.02,37.36,220.92,26.36,1269.73,54.57,22.06,1351.4,55.64,668.35,Sugarcane,49.272577
Sandy,19.58,1.72,34.59,36.68,7.74,0.99,2.49,146.51,24.04,352.32,24.97,1772.82,129.59,32.71,420.67,39.39,308.49,Millets,48.69974741
Sandy,8.85,1.2,33.91,25.9,7.25,0.29,2.63,467.3,48.03,68.8,35.45,1754.56,101.12,25.81,1244.35,37.45,665.23,Vegetables,55.96496
Sandy,5.71,1.72,32.03,18.75,5.46,0.98,0.43,409.1,30.36,122.65,43.81,940.23,110.95,29.51,850.59,48.28,444.51,Millets,30.681873
Clayey,20.56,1.18,39.08,29.65,6.94,1.23,1.71,116.73,42.61,156.09,5.7,194.18,381.56,14.67,1087.42,47.68,711.54,Millets,38.05564175
Clayey,29.53,1.67,48.44,12.4,5.75,1.12,2.51,374.4,24.4,342.65,45.67,1388.17,163.89,24.92,686.75,75.03,483.6,Vegetables,55.26711226
Sandy,39.93,1.19,37.79,18.95,6.34,1.85,0.41,477.3,18.12,240.16,8.52,1140.62,420.73,34.45,1485.34,57.85,147.31,Sugarcane,50.01581901
Sandy,5.32,1.27,48.26,37.32,5.43,2.03,2.56,445.6,41.38,356.11,27.87,172.41,274.61,14.66,1076.78,66.07,658.29,Vegetables,73.06590977
Clayey,11.53,1.11,30.44,46.08,4.94,0.37,1.2,460.2,34.19,180.65,40.81,101.45,494.15,22.25,1368.59,48.23,734.73,Millets,52.42423834
Sandy,34.14,1.79,35.91,23,8.02,0.71,0.67,370.69,32.52,258.66,58.68,1226.12,173.94,29.69,503,65.52,469.51,Millets,46.17089625
Sandy,38.14,1.57,38.57,10.34,5.29,2.15,1.85,479.39,21.7,171.04,29.62,1913.75,372.62,28.2,768.36,64.77,478.13,Millets,51.75056368
Clayey,16.49,1.59,49.23,27.04,5.31,2.08,2.87,109.91,43.66,197.18,55.8,1632.03,260.8,35.23,553.63,80.39,222.65,Millets,51.99801183
Sandy,37.3,1.24,30.62,13.53,7.59,0.26,2.34,347.64,49.45,396.59,41.02,1371.92,205.87,28.29,1012.97,74.97,166.27,Sugarcane,61.85737436
Loamy,25.06,1.18,44.15,47.11,6.81,2.36,1.24,498.94,19.21,109.15,17.32,511.7,303.71,11.33,951.88,61.27,104.57,Wheat,54.97479438
Clayey,31.6,1.67,36.88,45.59,5.67,2.16,0.79,382.27,18.68,89.83,18.77,670.77,281.67,27.21,1472.08,70.45,151.03,Sugarcane,40.03754755
Loamy,7.19,1.46,45.48,46.9,5.75,1.4,2.44,287.74,16.76,342.16,38.63,225.65,308.19,36.79,316.5,63.99,782.83,Millets,54.66610693
Clayey,39.6,1.13,33.82,36.6,6.52,0.88,1.38,381.05,7.63,323.99,8.64,1398.45,375.5,31,607.23,56.68,447.31,Millets,51.96555278
Clayey,35.33,1.53,45.88,37.12,5.66,0.7,3.14,144.7,16.07,381.33,51.89,1510.17,92.29,36.05,1085.96,39,708.37,Sugarcane,48.55045554
Clayey,35.93,1.21,34.64,22.15,5.36,0.62,0.21,354.15,21.92,282.73,43.4,226.61,210.34,22.15,217,53.13,540.49,Millets,30.9413481
Sandy,29.42,1.48,32.15,34.49,4.61,2.34,1.75,390.47,25.21,293.75,37.48,1030.45,269.78,11.21,1443.26,64.17,485.42,Millets,52.17466043
Clayey,18.42,1.25,36.37,25.31,6.82,0.58,2.34,89.85,24.06,378.42,35.26,1876.27,124.19,10.6,854.31,65.38,402.1,Millets,43.18082759
Clayey,30.97,1.43,30.97,31.37,4.5,1.81,0.88,194.55,48.47,196.06,40.71,766.48,97.68,36.91,644.13,69.05,281.87,Millets,34.3038275
Loamy,16.88,1.6,39.45,49.44,6.42,2.33,1.96,486.35,30.83,199.12,23.01,526.09,123.39,19.3,781.56,83.94,600.48,Millets,61.81000259
Sandy,5.67,1.73,35.55,28.84,5.05,1.77,3.32,258.33,10.6,54.92,57.83,1680.86,213,15.57,1432.61,34.49,559.18,Millets,30.68719409
Loamy,39.31,1.53,44.08,24.42,6.37,2.08,3.13,122.63,42.29,313.13,14.42,1817.99,261.13,21.74,494.17,70.81,262.48,Corn,60.3938997
Clayey,6.96,1.58,49.45,47.2,8.14,1.05,1.59,466.63,34.04,279.27,57.91,576.12,493.51,13.63,683.18,57.2,430.18,Rice,75.59148971
Sandy,14.75,1.32,38.92,18.68,5.9,2.07,2.3,146.76,36.63,343.92,32.89,195.97,411.62,33.48,248.58,85.3,714.67,Peanuts,45.74012178
Loamy,16.38,1.29,42.52,14.65,7.89,1.18,2.32,327.42,22.41,129.41,15.38,1458.65,324.76,30.44,1174.29,69.54,417.12,Millets,41.31671461
Sandy,31.35,1.22,49.9,13.6,6.17,2.28,2.03,144.17,20.71,151.09,6.97,1161.95,79.61,22.96,775.73,79.12,173.57,Peanuts,26.48616562
Clayey,18.86,1.34,38.12,29.37,5.53,2.1,0.58,111.46,15.26,57.08,16.37,313.68,497.71,24.11,839.32,31.25,148.44,Millets,16.478737
Sandy,33.36,1.48,35.24,42.07,7.92,1.06,1.4,486.33,39.72,63.49,21.58,1345.54,436.69,31.64,1389.68,58.43,593.87,Sugarcane,61.75130341
Clayey,16.94,1.71,49.47,14.37,5.35,1.74,1.2,198.27,24.48,152.26,59.82,1311.41,222.12,25.31,600.22,37.78,113.61,Millets,31.68951989
Sandy,38.72,1.4,40.85,15.15,7.53,0.11,1.04,275.1,42.64,89.48,5.12,201.39,351.38,28.83,755.67,87.38,473.71,Millets,32.96430414
Loamy,28.53,1.17,33.74,17.32,5.34,1.11,2.25,97.57,22.1,300.66,9.27,1359.95,200.79,34.17,755.32,30.62,661.21,Millets,29.28048634
Loamy,6.65,1.57,36.62,13.74,6.3,0.99,3.11,353.91,37.65,388.86,58,1597.1,460.31,12.05,1073.77,65.38,320.58,Vegetables,70.67941951
Loamy,24.84,1.26,47.51,23.38,4.58,1.19,1.66,122.27,9.83,90.38,46.24,834.51,81.26,18.64,218.05,89.98,576.84,Millets,10.29869234
Clayey,31.38,1.59,33.56,42.24,7.4,2.21,2.56,476.97,18.03,133.54,29.99,497.3,407.4,14.88,1089.41,56.07,201.45,Sugarcane,55.16154093
Clayey,36.61,1.48,47.24,36.6,6.35,2.36,0.39,496.19,27.63,354.69,43.25,211.85,498.55,22,1261.21,57.38,309.7,Sugarcane,70.76032817
Loamy,28.55,1.63,39.48,40.6,5.45,1.27,1.17,299.56,17.88,245.05,7.15,1678.38,277.55,14.15,1170.11,69.91,117.89,Millets,48.95460384
Clayey,37.87,1.67,41.32,31.96,5.79,1.69,2.44,376.72,39.45,180.08,20.8,147.26,194.09,33.91,935.37,30.76,337.61,Millets,51.0077704
Loamy,35.12,1.51,34.5,35.94,6.78,1.29,3.45,457.25,26.5,77.12,15.89,836.7,101.3,22.98,315.8,61.02,314.64,Wheat,48.62694543
Sandy,35.41,1.43,30.14,34.06,5.52,0.2,2.36,297.46,17.92,66.25,47.29,190.64,256.48,31.58,1329.48,51.71,796.57,Sugarcane,23.38616605
Sandy,16.34,1.41,30.25,36.59,8.14,0.93,1.69,453.95,46.2,396.68,57.85,1457.62,121.29,10.9,331.96,74.45,533.93,Corn,71.57018386
Sandy,34.13,1.48,36.61,10.89,7.88,0.77,1.78,259.68,32.72,342.29,28.9,1937.29,209.19,28.05,1226.64,32.34,561.18,Sugarcane,49.39431695
Clayey,37.17,1.77,30.04,40.15,7.69,0.44,0.65,488.88,29.52,361.04,8.43,561.87,273.75,18.27,1080.83,41.4,471.73,Rice,60.47687321
Sandy,16.65,1.43,36.39,45.39,7.96,2.5,3.48,488.62,34.2,316.16,59.01,591.53,68.07,10.28,1451.23,57.4,390.04,Vegetables,70.70875707
Clayey,20.11,1.32,37.87,44.63,6.99,2.41,1.47,497.75,17.09,392.74,25.3,1029.14,248.89,17.77,661.63,68.83,389.06,Millets,70.86438652
Clayey,34.35,1.52,49.32,28.41,7.29,2.37,1.57,87.44,22.77,362.99,7.06,1482.87,296.67,12.87,959.76,64.44,547.62,Millets,50.67377899
Loamy,15.41,1.5,44.78,23.56,5.71,1.63,3.47,195.05,17.65,315,24.12,1262.74,170.92,33.06,353.49,37.63,372.53,Millets,45.5818373
Sandy,33.15,1.65,44.79,30.83,4.91,1.08,1.42,472.42,5.66,162.31,20.44,641.97,213.8,35.34,1404.86,63.89,798.03,Sugarcane,37.43997256
Clayey,29.06,1.75,38.79,36.82,6.4,0.99,1.76,323.23,36.02,283.34,13.71,540.7,208.36,24.56,1254.56,85.66,423.44,Millets,54.51670895
Clayey,19.66,1.63,31.88,34.85,5.81,1.78,0.4,139.46,40.39,323.72,30.66,618.13,143.23,16.43,668.37,80.4,617.68,Corn,38.81566819
Sandy,12.48,1.47,45.15,22.78,6.61,1.02,1.35,479.02,10.15,215.05,54.89,761.03,127.76,34.46,1241.1,81.11,329.03,Millets,42.20195165
Clayey,17.17,1.15,42.97,21.87,6.01,1.31,2.98,188.99,44.84,201.81,15.26,725.81,275.21,13.46,245.02,33.68,433.6,Millets,47.30271938
Loamy,16.21,1.43,35.05,27.97,7.04,1.43,3.35,259.63,42.54,199.92,42.12,1495.04,73.34,35.24,676.78,88.79,729.63,Wheat,53.18777079
Clayey,17.04,1.39,46.94,26.64,8.05,1.18,2.29,363.58,41.34,307.05,33.92,1937.81,385.64,38.88,612.04,30.76,477.27,Rice,74.13067416
Clayey,24.67,1.62,47.18,15.41,5.51,0.5,3.45,78.32,5.86,256.73,56.33,1213.62,326.3,23.61,359.65,37.31,137.75,Millets,29.00909196
